2.00E-05,4.562557688,,,,,
0.00502,5.350456292,,,,,
0.01002,5.676418063,,,,,
0.01502,5.010973479,,,,,
0.02002,3.707614833,,,,,
0.02502,2.293962813,,,,,
0.03002,1.267783042,,,,,
0.03502,0.732843917,,,,,
0.04002,0.4365975,,,,,
0.04502,0.2879555,,,,,
0.05002,0.236573042,,,,,
0.05502,0.238360979,,,,,
0.06002,0.256992417,,,,,
0.06502,0.277521458,,,,,
0.07002,0.299443604,,,,,
0.07502,0.321075438,,,,,
0.08002,0.344140729,,,,,
0.08502,0.367275292,,,,,
0.09002,0.390610167,,,,,
0.09502,0.412938354,,,,,
0.10002,0.436649417,,,,,
0.10502,0.459704188,,,,,
0.11002,0.484322771,,,,,
0.11502,0.506596417,,,,,
0.12002,0.530320208,,,,,
0.12502,0.55282025,,,,,
0.13002,0.57744,,,,,
0.13502,0.600162542,,,,,
0.14002,0.62412275,,,,,
0.14502,0.648391104,,,,,
0.15002,0.672535271,,,,,
0.15502,0.694173479,,,,,
0.16002,0.719000896,,,,,
0.16502,0.741761708,,,,,
0.17002,0.765722313,,,,,
0.17502,0.787573396,,,,,
0.18002,0.809707875,,,,,
0.18502,0.832826479,,,,,
0.19002,0.855606229,,,,,
0.19502,0.875583604,,,,,
0.20002,0.897276896,,,,,
0.20502,0.915490396,,,,,
0.21002,0.933786458,,,,,
0.21502,0.943120563,,,,,
0.22002,0.947196875,,,,,
0.22502,0.943164813,,,,,
0.23002,0.936615542,,,,,
0.23502,0.923793063,,,,,
0.24002,0.913397771,,,,,
0.24502,0.902418167,,,,,
0.25002,0.896298833,,,,,
0.25502,0.889782396,,,,,
0.26002,0.885551104,,,,,
0.26502,0.881176854,,,,,
0.27002,0.878376667,,,,,
0.27502,0.869089229,,,,,
0.28002,0.86102175,,,,,
0.28502,0.847128083,,,,,
0.29002,0.830148354,,,,,
0.29502,0.809185521,,,,,
0.30002,0.783815813,,,,,940
0.30502,0.754116,,,,,621
0.31002,0.718343792,,,,,
0.31502,0.676942688,,,,,
0.32002,0.631158688,,,,,
0.32502,0.5806875,,,,,
0.33002,0.525985333,,,,,
0.33502,0.46942925,,,,,
0.34002,0.411589604,,,,,
0.34502,0.354304667,,,,,
0.35002,0.298683813,,,,,
0.35502,0.246767458,,,,,
0.36002,0.1997655,,,,,
