-2E-05,184368065
0.00498,230065026
0.00998,265267391
0.01498,252973722
0.01998,202012297
0.02498,134593284
0.02998,79249522
0.03498,46998138
0.03998,30437364
0.04498,22344677
0.04998,20033881
0.05498,20827739
0.05998,22541928
0.06498,24380654
0.06998,26254628
0.07498,28190205
0.07998,30010128
0.08498,31981662
0.08998,33860496
0.09498,35738762
0.09998,37638560
0.10498,39463415
0.10998,41291244
0.11498,43051874
0.11998,44896038
0.12498,46681514
0.12998,48486344
0.13498,50232541
0.13998,52047293
0.14498,53678066
0.14998,55415646
0.15498,57175096
0.15998,58761524
0.16498,60364752
0.16998,61991103
0.17498,63455648
0.17998,64983075
0.18498,66504132
0.18998,67978762
0.19498,69302391
0.19998,70690440
0.20498,72013551
0.20998,72931124
0.21498,73777808
0.21998,74152332
0.22498,73973074
0.22998,73680721
0.23498,73354185
0.23998,73220219
0.24498,73383857
0.24998,73646731
0.25498,73981604
0.25998,74323312
0.26498,74438980
0.26998,74498280
0.27498,74443940
0.27998,74104735
0.28498,73203553
0.28998,72092285
0.29498,70048891
0.29998,67207490
0.30498,62978670
0.30998,57248476
0.31498,49890664
0.31998,41502827
0.32498,32787992
0.32998,25129783
0.33498,19086682
0.33998,15186882
0.34498,13185185
0.34998,12659009
0.35498,12719675
0.35998,12745637
0.36498,12173378
0.36998,11078323
0.37498,9487433
0.37998,7722528
0.38498,5976020
0.38998,4487252
0.39498,3338080
0.39998,2620922
0.40498,2271547
0.40998,2244794
0.41498,2425827
0.41998,2717898
0.42498,3017699
0.42998,3248708
0.43498,3363062
0.43998,3353519
0.44498,3195146
0.44998,2938427
0.45498,2584587
0.45998,2193206
0.46498,1782788
0.46998,1412607
0.47498,1083736
0.47998,829091
0.48498,652425
0.48998,558393
0.49498,536259
0.49998,573301
0.50498,650229
0.50998,746870
0.51498,851510
0.51998,941634
0.52498,1010893
0.52998,1046656
0.53498,1048420
0.53998,1012262
0.54498,944923
0.54998,854658
0.55498,746019
0.55998,628940
0.56498,513508
0.56998,408177
0.57498,316577
0.57998,246944
0.58498,200885
0.58998,177167
0.59498,176210
0.59998,194147
0.60498,226767
0.60998,267248
0.61498,314537
0.61998,357650
0.62498,395032
0.62998,420878
0.63498,436870
0.63998,437464
0.64498,426264
0.64998,401045
0.65498,365892
0.65998,324827
0.66498,278395
0.66998,231430
0.67498,187481
0.67998,148532
0.68498,117090
0.68998,96708
0.69498,85173
0.69998,84545
0.70498,92529
0.70998,108109
0.71498,130059
0.71998,154422
0.72498,179002
0.72998,201489
0.73498,221140
0.73998,235579
0.74498,242684
0.74998,244415
0.75498,237162
0.75998,224575
0.76498,206196
0.76998,182672
0.77498,158237
0.77998,132749
0.78498,108407
0.78998,88185
0.79498,70654
0.79998,58917
0.80498,51708
0.80998,50914
0.81498,55045
0.81998,63723
0.82498,76166
0.82998,90041
0.83498,105091
0.83998,119050
0.84498,131391
0.84998,140720
0.85498,147002
0.85998,147801
0.86498,145695
0.86998,139209
0.87498,129356
0.87998,117569
0.88498,103232
0.88998,89019
0.89498,74691
0.89998,61033
0.90498,49822
0.90998,41715
0.91498,35848
0.91998,33358
0.92498,33710
0.92998,36534
0.93498,42182
0.93998,48833
0.94498,57209
0.94998,64521
0.95498,72208
0.95998,78250
0.96498,83120
0.96998,85904
0.97498,86371
0.97998,84944
0.98498,80359
0.98998,75261
0.99498,69021
0.99998,61388
1.00498,52700
1.00998,45447
1.01498,38039
1.01998,32064
1.02498,26288
1.02998,22913
1.03498,21328
1.03998,20349
1.04498,21646
1.04998,23606
1.05498,27018
1.05998,30821
1.06498,34752
1.06998,38654
1.07498,42392
1.07998,45132
1.08498,46875
1.08998,47913
1.09498,47637
1.09998,45877
1.10498,44179
1.10998,40992
1.11498,37321
1.11998,33604
1.12498,29010
1.12998,24939
1.13498,21077
1.13998,17707
1.14498,15067
1.14998,13516
1.15498,12421
1.15998,11979
1.16498,12626
1.16998,13547
1.17498,15071
1.17998,17007
1.18498,19020
1.18998,20832
1.19498,22716
1.19998,24078
1.20498,25511
1.20998,25504
1.21498,25839
1.21998,25020
1.22498,23931
1.22998,22230
1.23498,20792
1.23998,18327
1.24498,16132
1.24998,14044
1.25498,12036
1.25998,10514
1.26498,8960
1.26998,7811
1.27498,7203
1.27998,7001
1.28498,6884
1.28998,7488
1.29498,8298
1.29998,9261
1.30498,10285
1.30998,11506
1.31498,12323
1.31998,13277
1.32498,13885
1.32998,14444
1.33498,14667
1.33998,14352
1.34498,13822
1.34998,13131
1.35498,12421
1.35998,11210
1.36498,10057
1.36998,8840
1.37498,7650
1.37998,6560
1.38498,5382
1.38998,4892
1.39498,4196
1.39998,3984
1.40498,3978
1.40998,4251
1.41498,4568
1.41998,5140
1.42498,5976
1.42998,6727
1.43498,7357
1.43998,7736
1.44498,8578
1.44998,8944
1.45498,9066
1.45998,9232
1.46498,9006
1.46998,8541
1.47498,8115
1.47998,7502
1.48498,6672
1.48998,5905
1.49498,5037
1.49998,4164
1.50498,3687
1.50998,2951
1.51498,2587
1.51998,2422
1.52498,2397
1.52998,2508
1.53498,2783
1.53998,3120
1.54498,3638
1.54998,4055
1.55498,4652
1.55998,5256
1.56498,5603
1.56998,5933
1.57498,5937
1.57998,6162
1.58498,5845
1.58998,5872
1.59498,5468
1.59998,5084
1.60498,4506
1.60998,3981
1.61498,3546
1.61998,2844
1.62498,2371
1.62998,2058
1.63498,1836
1.63998,1575
1.64498,1494
1.64998,1647
1.65498,1735
1.65998,2136
1.66498,2475
1.66998,2872
1.67498,3173
1.67998,3494
1.68498,3780
1.68998,4049
1.69498,4113
1.69998,4179
1.70498,4107
1.70998,3853
1.71498,3629
1.71998,3389
1.72498,3057
1.72998,2538
1.73498,2268
1.73998,1922
1.74498,1556
1.74998,1297
1.75498,1149
1.75998,1007
1.76498,985
1.76998,1121
1.77498,1254
1.77998,1392
1.78498,1596
1.78998,1763
1.79498,1974
1.79998,2284
1.80498,2418
1.80998,2627
1.81498,2661
1.81998,2660
1.82498,2583
1.82998,2446
1.83498,2271
1.83998,2221
1.84498,2036
1.84998,1686
1.85498,1511
1.85998,1302
1.86498,1090
1.86998,898
1.87498,827
1.87998,748
1.88498,770
1.88998,800
1.89498,824
1.89998,917
1.90498,1056
1.90998,1141
1.91498,1280
1.91998,1427
1.92498,1527
1.92998,1607
1.93498,1629
1.93998,1654
1.94498,1615
1.94998,1650
1.95498,1395
1.95998,1397
1.96498,1257
1.96998,1181
1.97498,1012
1.97998,883
1.98498,802
1.98998,667
1.99498,583
1.99998,591
2.00498,522
2.00998,516
2.01498,543
2.01998,581
2.02498,637
2.02998,664
2.03498,740
2.03998,818
2.04498,833
2.04998,925
2.05498,999
2.05998,1029
2.06498,1025
2.06998,988
2.07498,979
2.07998,923
2.08498,806
2.08998,803
2.09498,784
2.09998,705
2.10498,599
2.10998,527
2.11498,482
2.11998,414
2.12498,366
2.12998,372
2.13498,378
2.13998,370
2.14498,427
2.14998,471
2.15498,469
2.15998,519
2.16498,546
2.16998,554
2.17498,608
2.17998,596
2.18498,666
2.18998,637
2.19498,645
2.19998,649
2.20498,626
2.20998,609
2.21498,579
2.21998,525
2.22498,474
2.22998,450
2.23498,392
2.23998,366
2.24498,360
2.24998,293
2.25498,311
2.25998,316
2.26498,301
2.26998,288
2.27498,284
2.27998,347
2.28498,374
2.28998,366
2.29498,382
2.29998,438
2.30498,450
2.30998,472
2.31498,469
2.31998,490
2.32498,469
2.32998,452
2.33498,475
2.33998,448
2.34498,411
2.34998,399
2.35498,331
2.35998,323
2.36498,285
2.36998,288
2.37498,261
2.37998,229
2.38498,229
2.38998,222
2.39498,247
2.39998,218
2.40498,248
2.40998,265
2.41498,294
2.41998,301
2.42498,320
2.42998,372
2.43498,363
2.43998,350
2.44498,352
2.44998,384
2.45498,374
2.45998,371
2.46498,354
2.46998,341
2.47498,287
2.47998,265
2.48498,252
2.48998,245
2.49498,220
2.49998,211
2.50498,195
2.50998,205
2.51498,195
2.51998,179
2.52498,182
2.52998,212
2.53498,231
2.53998,250
2.54498,270
2.54998,258
2.55498,274
2.55998,299
2.56498,289
2.56998,310
2.57498,306
2.57998,319
2.58498,293
2.58998,236
2.59498,243
2.59998,213
2.60498,208
2.60998,207
2.61498,203
2.61998,162
2.62498,193
2.62998,185
2.63498,150
2.63998,144
2.64498,177
2.64998,161
2.65498,166
2.65998,207
2.66498,212
2.66998,220
2.67498,220
2.67998,224
2.68498,234
2.68998,249
2.69498,239
2.69998,216
2.70498,207
2.70998,253
2.71498,205
2.71998,203
2.72498,194
2.72998,196
2.73498,161
2.73998,155
2.74498,158
2.74998,152
2.75498,149
2.75998,132
2.76498,151
2.76998,153
2.77498,147
2.77998,166
2.78498,172
2.78998,170
2.79498,181
2.79998,190
2.80498,188
2.80998,200
2.81498,197
2.81998,191
2.82498,175
2.82998,190
2.83498,190
2.83998,145
2.84498,156
2.84998,161
2.85498,146
2.85998,126
2.86498,144
2.86998,133
2.87498,131
2.87998,135
2.88498,144
2.88998,138
2.89498,126
2.89998,152
2.90498,141
2.90998,147
2.91498,137
2.91998,159
2.92498,153
2.92998,199
2.93498,164
2.93998,157
2.94498,162
2.94998,162
2.95498,154
2.95998,153
2.96498,145
2.96998,163
2.97498,134
2.97998,134
2.98498,149
2.98998,149
2.99498,126
2.99998,128
3.00498,142
3.00998,132
3.01498,124
3.01998,149
3.02498,123
3.02998,115
3.03498,126
3.03998,125
3.04498,120
3.04998,144
3.05498,153
3.05998,140
3.06498,137
3.06998,145
3.07498,148
3.07998,159
3.08498,141
3.08998,139
3.09498,137
3.09998,149
3.10498,133
3.10998,137
3.11498,117
3.11998,137
3.12498,130
3.12998,108
3.13498,123
3.13998,114
3.14498,122
3.14998,135
3.15498,106
3.15998,145
3.16498,130
3.16998,115
3.17498,131
3.17998,105
3.18498,126
3.18998,140
3.19498,136
3.19998,127
3.20498,108
3.20998,128
3.21498,139
3.21998,112
3.22498,124
3.22998,134
3.23498,119
3.23998,129
3.24498,112
3.24998,121
3.25498,124
3.25998,122
3.26498,135
3.26998,122
3.27498,104
3.27998,105
3.28498,108
3.28998,97
3.29498,106
3.29998,133
3.30498,114
3.30998,129
3.31498,115
3.31998,134
3.32498,130
3.32998,120
3.33498,125
3.33998,125
3.34498,113
3.34998,105
3.35498,114
3.35998,107
3.36498,100
3.36998,104
3.37498,107
3.37998,102
3.38498,101
3.38998,99
3.39498,106
3.39998,100
3.40498,108
3.40998,89
3.41498,97
3.41998,116
3.42498,96
3.42998,88
3.43498,103
3.43998,104
3.44498,122
3.44998,116
3.45498,117
3.45998,106
3.46498,117
3.46998,113
3.47498,123
3.47998,105
3.48498,104
3.48998,105
3.49498,99
3.49998,87
3.50498,113
3.50998,85
3.51498,100
3.51998,101
3.52498,110
3.52998,104
3.53498,104
3.53998,87
3.54498,102
3.54998,98
3.55498,117
3.55998,108
3.56498,111
3.56998,109
3.57498,79
3.57998,116
3.58498,113
3.58998,87
3.59498,122
3.59998,105
3.60498,113
3.60998,106
3.61498,87
3.61998,98
3.62498,82
3.62998,106
3.63498,88
3.63998,82
3.64498,82
3.64998,92
3.65498,95
3.65998,72
3.66498,82
3.66998,97
3.67498,96
3.67998,112
3.68498,119
3.68998,101
3.69498,94
3.69998,83
3.70498,89
3.70998,107
3.71498,95
3.71998,95
3.72498,103
3.72998,91
3.73498,85
3.73998,78
3.74498,75
3.74998,96
3.75498,71
3.75998,86
3.76498,75
3.76998,91
3.77498,76
3.77998,70
3.78498,81
3.78998,99
3.79498,90
3.79998,85
3.80498,82
3.80998,82
3.81498,82
3.81998,62
3.82498,91
3.82998,74
3.83498,90
3.83998,83
3.84498,103
3.84998,83
3.85498,88
3.85998,68
3.86498,75
3.86998,76
3.87498,92
3.87998,80
3.88498,85
3.88998,80
3.89498,103
3.89998,86
3.90498,80
3.90998,97
3.91498,88
3.91998,76
3.92498,89
3.92998,77
3.93498,82
3.93998,86
3.94498,81
3.94998,92
3.95498,88
3.95998,58
3.96498,80
3.96998,68
3.97498,73
3.97998,87
3.98498,85
3.98998,66
3.99498,67
3.99998,80
4.00498,84
4.00998,90
4.01498,70
4.01998,60
4.02498,78
4.02998,67
4.03498,73
4.03998,65
4.04498,79
4.04998,79
4.05498,62
4.05998,83
4.06498,96
4.06998,61
4.07498,70
4.07998,78
4.08498,88
4.08998,86
4.09498,76
4.09998,83
4.10498,92
4.10998,87
4.11498,71
4.11998,69
4.12498,68
4.12998,83
4.13498,84
4.13998,82
4.14498,67
4.14998,78
4.15498,67
4.15998,66
4.16498,71
4.16998,65
4.17498,77
4.17998,63
4.18498,65
4.18998,59
4.19498,63
4.19998,73
4.20498,71
4.20998,70
4.21498,78
4.21998,69
4.22498,84
4.22998,70
4.23498,73
4.23998,64
4.24498,58
4.24998,73
4.25498,75
4.25998,69
4.26498,70
4.26998,71
4.27498,63
4.27998,66
4.28498,63
4.28998,63
4.29498,64
4.29998,66
4.30498,71
4.30998,89
4.31498,72
4.31998,62
4.32498,68
4.32998,75
4.33498,68
4.33998,69
4.34498,65
4.34998,64
4.35498,64
4.35998,62
4.36498,46
4.36998,79
4.37498,56
4.37998,58
4.38498,62
4.38998,65
4.39498,61
4.39998,75
4.40498,66
4.40998,56
4.41498,55
4.41998,61
4.42498,56
4.42998,58
4.43498,61
4.43998,66
4.44498,64
4.44998,60
4.45498,67
4.45998,55
4.46498,58
4.46998,51
4.47498,60
4.47998,64
4.48498,46
4.48998,63
4.49498,47
4.49998,68
4.50498,50
4.50998,56
4.51498,60
4.51998,59
4.52498,70
4.52998,46
4.53498,48
4.53998,51
4.54498,71
4.54998,65
4.55498,56
4.55998,51
4.56498,69
4.56998,64
4.57498,55
4.57998,67
4.58498,61
4.58998,59
4.59498,61
4.59998,54
4.60498,47
4.60998,52
4.61498,52
4.61998,56
4.62498,61
4.62998,53
4.63498,59
4.63998,59
4.64498,60
4.64998,62
4.65498,61
4.65998,48
4.66498,59
4.66998,52
4.67498,57
4.67998,57
4.68498,59
4.68998,65
4.69498,58
4.69998,71
4.70498,59
4.70998,52
4.71498,66
4.71998,51
4.72498,63
4.72998,52
4.73498,61
4.73998,47
4.74498,57
4.74998,70
4.75498,51
4.75998,45
4.76498,64
4.76998,49
4.77498,60
4.77998,50
4.78498,54
4.78998,62
4.79498,63
4.79998,65
4.80498,57
4.80998,65
4.81498,36
4.81998,55
4.82498,51
4.82998,48
4.83498,65
4.83998,55
4.84498,53
4.84998,47
4.85498,42
4.85998,55
4.86498,49
4.86998,53
4.87498,41
4.87998,56
4.88498,60
4.88998,47
4.89498,40
4.89998,47
4.90498,56
4.90998,61
4.91498,55
4.91998,50
4.92498,47
4.92998,43
4.93498,47
4.93998,45
4.94498,49
4.94998,64
4.95498,52
4.95998,57
4.96498,55
4.96998,41
4.97498,40
4.97998,48
4.98498,56
4.98998,48
4.99498,43
4.99998,45
5.00498,47
5.00998,47
5.01498,56
5.01998,43
5.02498,50
5.02998,41
5.03498,43
5.03998,49
5.04498,46
5.04998,52
5.05498,53
5.05998,51
5.06498,50
5.06998,54
5.07498,49
5.07998,54
5.08498,48
5.08998,47
5.09498,51
5.09998,49
5.10498,47
5.10998,58
5.11498,55
5.11998,53
5.12498,51
5.12998,44
5.13498,67
5.13998,48
5.14498,47
5.14998,52
5.15498,48
5.15998,65
5.16498,55
5.16998,56
5.17498,56
5.17998,40
5.18498,68
5.18998,52
5.19498,39
5.19998,53
5.20498,52
5.20998,50
5.21498,52
5.21998,46
5.22498,48
5.22998,41
5.23498,37
5.23998,47
5.24498,48
5.24998,53
5.25498,43
5.25998,49
5.26498,40
5.26998,50
5.27498,45
5.27998,36
5.28498,50
5.28998,55
5.29498,47
5.29998,37
5.30498,39
5.30998,59
5.31498,57
5.31998,49
5.32498,48
5.32998,49
5.33498,49
5.33998,46
5.34498,67
5.34998,65
5.35498,43
5.35998,45
5.36498,55
5.36998,53
5.37498,44
5.37998,46
5.38498,44
5.38998,55
5.39498,46
5.39998,42
5.40498,44
5.40998,50
5.41498,38
5.41998,37
5.42498,47
5.42998,52
5.43498,36
5.43998,37
5.44498,44
5.44998,32
5.45498,34
5.45998,38
5.46498,46
5.46998,51
5.47498,37
5.47998,47
5.48498,40
5.48998,45
5.49498,37
5.49998,39
5.50498,30
5.50998,47
5.51498,37
5.51998,53
5.52498,46
5.52998,47
5.53498,46
5.53998,48
5.54498,39
5.54998,36
5.55498,35
5.55998,36
